global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
515,33d01e1be4a969709e20370b9b0556c9a9bdf04d79b2b03471559566854612af,e50401f28353a8ac5482ef6026d0f8d12f1ae294ad61c61cb31e3ff8699033d0,dd3420fee35cf5e408f4396b4158c3261a111c2322391bcf74e3bed77288bc19,dd3420fee35cf5e408f4396b4158c3261a111c2322391bcf74e3bed77288bc19,preserve,0.0,62,69,1557,1279,1642,1361,1495,1210,0.9924999999999999
516,a0f0ea92c868f69ccaf24f101249674b3f2ab61725a8539549cf9cd0d6f4650f,f635a0711f114cee0c2ce6c975ed4fb97026ac2b6878f2bc117050e553d731a7,d0926416f02ede88ec1d341e7673c955145677219b562fc028a2c2eb0a35179c,d0926416f02ede88ec1d341e7673c955145677219b562fc028a2c2eb0a35179c,preserve,0.0,49,75,1532,1283,1642,1361,1483,1208,0.9924999999999999
517,22304dbb73747ed30510eab391cc0974e80a25ffec535f441fd5c3789c05b424,51f2b78bf0db67422f3a686e399ebd135ba2039b969805c237e9278348cedf9b,044364caa7d8e88f61c3bc88ba1ae589d91128306354f32377fd2f0eeff17a51,044364caa7d8e88f61c3bc88ba1ae589d91128306354f32377fd2f0eeff17a51,preserve,0.0,64,69,1542,1281,1642,1361,1478,1212,0.9924999999999999
518,b0a388a1aff74e81ce8368db068e73881db1885ae080c774d0b3a07ee3490588,bd67f118eb68ef7bd07ed69bd2fd2c325864d3eb9ee336f825be7f3cc96b7bfd,dd420665cd874df83a6e4c95dc4c9353eb66eca6639f29fd2ed5fb8610c75c24,dd420665cd874df83a6e4c95dc4c9353eb66eca6639f29fd2ed5fb8610c75c24,preserve,0.0,64,84,1539,1285,1642,1361,1475,1201,0.9924999999999999
519,5620748c0fbf6832417343092c5bc7002988d4f76a20a64721f2b0e783ab353f,0d13eac265c59ad737b5973df866fff07d2e40d828e5d789ac4968c355eead69,08e501f3625a45da4cfde58f873e69ac41cf0b6ded7969712101dcedb7d8c3ce,08e501f3625a45da4cfde58f873e69ac41cf0b6ded7969712101dcedb7d8c3ce,preserve,0.0,30,56,1540,1285,1642,1361,1510,1229,0.9924999999999999
520,bccee018ba49a76d00e983dac12152fdcd5bd0d5912d9de5f1bde768ae21dbfe,53a16cf0f5a2255c196ca8ee95ee5b99d1a23a8256b23cf399c7355bbb7aca27,81a2c5c69d54042481ad14162a97e507d9891ff554374fe6496d94947d8f1d2a,81a2c5c69d54042481ad14162a97e507d9891ff554374fe6496d94947d8f1d2a,preserve,0.0,30,54,1542,1285,1642,1361,1512,1231,0.9924999999999999
521,a5af83d5a263cf68842ff61c7eb96b41cd243f05328124cce7ee1829274e3d0e,9c816925babdda2ba4328690de9db92940aa83abfe094474f19596678acc1261,8e8463c4b237d9ae4bf4019e5657344e58e11d825a066c4e96d9febf7d086dc4,8e8463c4b237d9ae4bf4019e5657344e58e11d825a066c4e96d9febf7d086dc4,preserve,0.0,39,60,1594,1294,1642,1361,1555,1234,0.9924999999999999
522,1be269281b30eb499b9d18852a9898844190a4058bddd7bc9e7aae18b9c7f6a1,9b69746dbe7e96a61383931e02b3254fff066cf8399bb7bf6d00a4cfead9ebd5,9290011fab744a0e57b42a86dd0be0cf410b508692c2b18a80e2a52168426c9c,9290011fab744a0e57b42a86dd0be0cf410b508692c2b18a80e2a52168426c9c,preserve,0.0,54,60,1568,1289,1642,1361,1514,1229,0.9924999999999999
523,004448317d79099399c3ae8ea0c73c9730d6f7507b5e61150f0596ff0c7cae69,4e373e17382de570ae9d432148a68a29ec50296f336b7a663250d3fbe7b1a873,a6ab8874851241454f83d566a4dcfd46cfb846fce01d1f5f0aceff4f105ce631,a6ab8874851241454f83d566a4dcfd46cfb846fce01d1f5f0aceff4f105ce631,preserve,0.0,28,61,1551,1290,1642,1361,1523,1229,0.9924999999999999
524,6d8f89f6125d75cc0f798e4d1642defcc7dcd1c2051cc9d8d6fe78f54a17ec7d,d4ec8ef21537a7a94bdf3226820d63964e7afd8972b786eec7505f06c8ec21c8,ebdfa12fd0cdd5b70ac6d171adfec9e2850d693c415069c5c1b53edd49509dff,ebdfa12fd0cdd5b70ac6d171adfec9e2850d693c415069c5c1b53edd49509dff,preserve,0.0,64,59,1583,1296,1690,1361,1519,1237,0.9924999999999999
525,618197b686d4332cd1c12f4d604d01247d72051d462ab7fdb9846b1fced1a979,788b6a8c47569462204acdd179a6f5e846700690c0e2105e4b48405b6a3e1614,f3af837edaf5f44b9c53af1211fcc34b132de7c7794d57a79ff584d65d8781e1,f3af837edaf5f44b9c53af1211fcc34b132de7c7794d57a79ff584d65d8781e1,preserve,0.0,47,60,1596,1289,1642,1361,1549,1229,0.9924999999999999
526,9023381a45be80745777bdaea141c2e837f064d2796278426ee064bd227860f5,d421f5a33e3cd6ca2a39e238f2a339b5fba06e6a2eea7446acc154db6ab20563,ef9c32bcfae7909a7ff81ab3b6232cc6c71a3acd52ee0c70cec43f4c591ef2fc,ef9c32bcfae7909a7ff81ab3b6232cc6c71a3acd52ee0c70cec43f4c591ef2fc,preserve,0.0,34,62,1560,1287,1642,1361,1526,1225,0.9924999999999999
527,540b88371f725356a73f0d73afdee554e6404ab4902a18142dc4111623f91e68,18c8e7eb658a0cd3c9105378db71053945c5f007e4bea15863011b711cec24e1,6f6add43a00635c3fd9ede0f5b3dae0d257d3458a970d220edb6f8b697b7ba11,6f6add43a00635c3fd9ede0f5b3dae0d257d3458a970d220edb6f8b697b7ba11,preserve,0.0,47,62,1570,1285,1642,1361,1523,1223,0.9924999999999999
528,b590e1be95d752794494748146578db9fadaed014d68d54a3054ef60c6a405dd,8fe139ad0df115732f95c3e1fd2f58507a9d53431bdc43a0fc30f031b3107a44,d7c26558a4bba5ff2d84ae0e68823f2ea2b89c8d6338fe041b0f376c22f0b529,d7c26558a4bba5ff2d84ae0e68823f2ea2b89c8d6338fe041b0f376c22f0b529,preserve,0.0,24,56,1540,1289,1642,1361,1516,1233,0.9924999999999999
529,7cf23f836e6284fffeebb64a596e43c466ad9fd8d96ba0257da43542c8341977,9cce7250017e47909dc5b2e51117c320223fb83f51f282684e71197bfb294373,cb0177e26df05eb90658ca7ba86fd4831ce5b03730cb914b34423ed886bdf5f0,cb0177e26df05eb90658ca7ba86fd4831ce5b03730cb914b34423ed886bdf5f0,preserve,0.0,28,56,1542,1285,1642,1361,1514,1229,0.9924999999999999
530,675b9a595a2d6790bb923daf4bae9b17b28032b81924873255d8842bbd424c6c,d7e9e481eb9b084011a5d6a52115a4b57e88112a7cfe12d7fb91dbbe13a7280f,f2c897c953c79dd2bcb6ca48b44ce121ec916b14e3e854f1a608df7e6824012f,f2c897c953c79dd2bcb6ca48b44ce121ec916b14e3e854f1a608df7e6824012f,preserve,0.0,61,51,1567,1285,1642,1361,1506,1234,0.9924999999999999
531,51f6658a7277f89273c8c078b92dd2ae0d93f52edc70da102cfe1563065155c9,19d3cd93693fa9f8effd94efde8188a4661a77d0773c09b7d88a03f234c92d3f,553d54e613e53c7ab24e8090452e1aee9e7412fa62859a49880fd017d7dfb016,553d54e613e53c7ab24e8090452e1aee9e7412fa62859a49880fd017d7dfb016,preserve,0.0,60,49,1567,1284,1642,1361,1507,1235,0.9924999999999999
532,b3e78605413ecd049716b83bf195ba3439264ce8f50ea51443118bc83ee0298c,2d747352b3944524828c4bd950af46b2d65f11ddddfcb212481db5cc5fe9a4df,fdd43e247dd190a4c3d8dfc782ccf5c2ce2f141b225c9296eea2e436635e4a97,fdd43e247dd190a4c3d8dfc782ccf5c2ce2f141b225c9296eea2e436635e4a97,preserve,0.0,63,51,1570,1293,1642,1361,1507,1242,0.9924999999999999
533,da91a15d87631c8a7052d13320542499122274c80859c020cc3f067c98159156,01831b3362fb827ef15795f25bee0111ceb06d179d269e8b160c19111bfda8f6,87ff68aa792742e6581016d8f05927a3a80254f714fe6dde3dfc2488078e0b02,87ff68aa792742e6581016d8f05927a3a80254f714fe6dde3dfc2488078e0b02,preserve,0.0,34,65,1522,1278,1620,1361,1488,1213,0.9924999999999999
534,2878010c092c530b8cbfc2849543f734ca2fe062cc2ab22086b1ca41904f4ecd,6ad2340b48c8bcf4895f24747b15d5d5a96f979ec2b41a553bbbd8f368a93d04,42039b9d8879a624d7efaed2ac9b8981b5cc575412a51109fa4a56b5f95d208a,42039b9d8879a624d7efaed2ac9b8981b5cc575412a51109fa4a56b5f95d208a,preserve,0.0,30,56,1540,1285,1642,1361,1510,1229,0.9924999999999999
535,d9cb1180271367bd9baa302aed8eb742a314287b7b97c1ddf4c6a490ff47dd09,33f25213581879c4a594c0bf0064c788031115c7a9b2ff04de7456a77321ae1f,4dddef608b079ae2c6238a498409cfaf4bf54908ae3cfb5584a028be68fe8173,4dddef608b079ae2c6238a498409cfaf4bf54908ae3cfb5584a028be68fe8173,preserve,0.0,55,68,1542,1284,1642,1361,1487,1216,0.9924999999999999
536,a1afbb910fa2377d283d6431200e7a8577eb21dcc70d3f20949631ab5e4edd7e,115b668817320b0eab092d1bf5850827427cc19ad9bd7d3b81761750b97a987b,760c1e0b1bc6b2a63341174d407c5a1864608dc2482b52ceeb4b0c61ad5fbb4e,760c1e0b1bc6b2a63341174d407c5a1864608dc2482b52ceeb4b0c61ad5fbb4e,preserve,0.0,58,58,1553,1283,1642,1361,1495,1225,0.9924999999999999
537,21e7e45959f4de8d0a57708b4b8ec3afc22806c3fb8411d4223e741818675c1b,d7c84773a035e8469c61fc85cdd8487936db08c50e70b97fcbdf273e5d5648bd,0322f87298d466beed7aad8b0fb35c65ee1f6ae01826244c7236566829709a36,0322f87298d466beed7aad8b0fb35c65ee1f6ae01826244c7236566829709a36,preserve,0.0,54,66,1542,1276,1642,1361,1488,1210,0.9924999999999999
538,7b7eb207b56850a4d158c3caa9831419634bffa7d6e2405958c4f294a84a4336,ebc59dfe233d75300c8051f06839bf92ebb9e6d82e90c5e684aeb144c0547df3,1f1977887524c2874fbf43834f8db84cbe40e256548b895f67036ac68163c6c2,1f1977887524c2874fbf43834f8db84cbe40e256548b895f67036ac68163c6c2,preserve,0.0,58,64,1529,1271,1594,1361,1471,1207,0.9924999999999999
539,5d72b26367d6d2b248185dcafe704de57f3f160f64ca107482906fd1b58bd69f,0c48b99663a3004197cbcd34729bbdd00e5672f60d4070c5b9512037cab4267a,6d10f9fce1194cce20825793dd3115d7885fbf85286407296d3544badd5a74f0,6d10f9fce1194cce20825793dd3115d7885fbf85286407296d3544badd5a74f0,preserve,0.0,66,60,1553,1276,1642,1361,1487,1216,0.9924999999999999
540,78e6f5cb05b597cf0bb4d2ec92a441b89e9cd1c75d28ef93e170a6bc5d0b281a,d7aaca409f955d82b5d65155fb86070a708da3a48107a8ebaa7ab165cd9bf66c,a6bcf825be1dab671bec71d8393efffa78c0786036c1a1d2c311715f1a7a0ae7,a6bcf825be1dab671bec71d8393efffa78c0786036c1a1d2c311715f1a7a0ae7,preserve,0.0,28,60,1518,1287,1594,1361,1490,1227,0.9924999999999999
541,d86bcda07aa7bd253be8e8b7e851e621711b75fe7b4f7715bcbf4ba59c7c22e8,02dfe5cebd2db7bfe3a3f80bc571dc8ac3262f651dee9094d42d105b5ee8786c,9323068aacc783668c1d5eea995cc6010d32c8811a1aea2975e2980c73d1e485,9323068aacc783668c1d5eea995cc6010d32c8811a1aea2975e2980c73d1e485,preserve,0.0,57,59,1545,1296,1642,1361,1488,1237,0.9924999999999999
542,f6ff78660f3da1f9708b145af4721203dff8bb317f18e3d8d077d8b34b51cf0f,a54dc41a6e9a39f65e225a67e2ba512b6bcb691c0125447243b8f21f55823d24,046818225fef546fed1baecaa83c65b4b9836b0d8e73746a8c593448f863a4fa,046818225fef546fed1baecaa83c65b4b9836b0d8e73746a8c593448f863a4fa,preserve,0.0,56,62,1538,1298,1642,1361,1482,1236,0.9924999999999999
543,60ec8b975aba1a7e87f79c520e2c9e0a1a8f9ec677b130bf8d760a807ba7e191,ff4712bc3f868f3296bed6a1107e56f5a47e2097d1ede19c96c8ed145b9d0ec8,fe9cd234d68de1fca671204c3cf5471d86a44a4f99342063c7ef2e426b9bac1e,fe9cd234d68de1fca671204c3cf5471d86a44a4f99342063c7ef2e426b9bac1e,preserve,0.0,43,79,1523,1287,1594,1361,1480,1208,0.9924999999999999
544,bc2740f9c19d13de952cfc37e78bf5b4c5c7eead1a4f35cab422e9cde4d76dd5,af24bd75ed9d65900ea854b40b941f5ad7562d1fedbca5d6e288a90561e034b2,8d412f990a31681a28fd4f70b60725a737d969fac3892d41ac0527487a3f9950,8d412f990a31681a28fd4f70b60725a737d969fac3892d41ac0527487a3f9950,preserve,0.0,52,75,1547,1285,1642,1361,1495,1210,0.9924999999999999
545,484f29e69f767f01b824f916a3076e0405d34ccf1b745e670e7779e26ed6c07d,857411f0cac9fd502c794fd3e75f5def832ecd75c0e1825263315e690cc858b6,9c47e8ecbc7871655a86760dc220b0725068efab0813cd8c2368213d783d77fb,9c47e8ecbc7871655a86760dc220b0725068efab0813cd8c2368213d783d77fb,preserve,0.0,75,72,1565,1287,1642,1361,1490,1215,0.9924999999999999
546,8200cd12d90ca7d0952e335785b528351df24a00053c17ab5025aef90fc1c565,56e819177f963cff0bf0fd18e38f0843e18d997ec881ba0f5d2b6f8627df1b4e,b8721140a8614981e9adf3be43bd644e3b9d4be62109baec769d00adad10174b,b8721140a8614981e9adf3be43bd644e3b9d4be62109baec769d00adad10174b,preserve,0.0,75,79,1553,1289,1642,1361,1478,1210,0.9924999999999999
547,273acefb2636ed6f7896b6fd6db9cbd588b0e00d1ccd955df4e908823a1f7a2d,23be3dd6d551d1d587cc56a5a5b508babed008da8bb2cb6dc315464ed6e24a7b,982918e026604ffb435378f99eebd43008aa1acf756734f123f0391048e9c275,982918e026604ffb435378f99eebd43008aa1acf756734f123f0391048e9c275,preserve,0.0,64,75,1550,1275,1594,1361,1486,1200,0.9924999999999999
548,73d547afd3bfc4fccbbbd2944792a6569343c61a004179dc9f988bba25deab76,513eb210b3066ff1d18f8bf63f0b3c5a88be07e80f3a307003f8228ad83f23b1,ab6aa1fd3b3db30b211e92082c471ab0d378fca1ef70424a6526d8e93db1f3d7,ab6aa1fd3b3db30b211e92082c471ab0d378fca1ef70424a6526d8e93db1f3d7,preserve,0.0,65,81,1536,1291,1606,1361,1471,1210,0.9924999999999999
549,8216537cb34cf6c2d1dff8bb4187f385ce7ed5a01dbd13fb0ac948e942660c8c,dd2593ba848d56417cfef627cacb2bffb40918f5abca87d9f9b2d491629423eb,e8e1e355c4c67f3f273d1add7fa8c50428932fb403275a2d3542f723f25417cd,e8e1e355c4c67f3f273d1add7fa8c50428932fb403275a2d3542f723f25417cd,preserve,0.0,58,60,1557,1289,1642,1361,1499,1229,0.9924999999999999
550,6ed1235d26276fc4710764eb6e147720b7c3d88f9a5bc48c8ad589f3ae915e40,44aa127920495f7f075a06052ff3cb82a330fc0acfab91437edad10c67841a7c,0384ec34ad457e05cb56dce71598b64397b68e6795f8efde5333a41fb270a4f1,0384ec34ad457e05cb56dce71598b64397b68e6795f8efde5333a41fb270a4f1,preserve,0.0,54,64,1562,1289,1642,1361,1508,1225,0.9924999999999999
551,d48a231c81ba58a9b84e7ddf272f28388ee61953ae5b7a51cd217401bb248793,c2834170403aae698e7adecbb87429e295c5ef1c9b4b2b0be6b06b9ca3adb259,159c6b8193e0ca308efbf2082c127aff4b8f315ca82a811b7853dfbdbf5be409,159c6b8193e0ca308efbf2082c127aff4b8f315ca82a811b7853dfbdbf5be409,preserve,0.0,29,59,1553,1300,1642,1361,1524,1241,0.9924999999999999
552,fce5c26a2fc5f0f1dfbcb2b7ff07184cea686675b0f5860a37f04514f256f73e,aa8498ca6b357e8a6e344ab3259aca0f413999f79a9dddc9f5271ab55e2f2cbe,e1f4a7ee53eb0fe6f4ace5683365262e13bfbabb45acf00e8eaed295dc6be500,e1f4a7ee53eb0fe6f4ace5683365262e13bfbabb45acf00e8eaed295dc6be500,preserve,0.0,32,67,1532,1290,1620,1361,1500,1223,0.9924999999999999
553,ee7fc2c7208416507e0a55ec065babf0af9609f4105d169c79c1090b912090e1,e825d29963ffd7cf09e001db894a474e1b91e3eafcb59f141ff960c7532244db,f4a5d54a51531697be70525a1e3d8f3df7681b0587ee280d963ff5a9caa0adf5,f4a5d54a51531697be70525a1e3d8f3df7681b0587ee280d963ff5a9caa0adf5,preserve,0.0,74,58,1557,1292,1642,1361,1483,1234,0.9924999999999999
554,7c4faffcac4b36fc2eb3054ec56bb6db5a2cf702dbe2766e11dfa08ea9599126,7052c3e2e1b44be2e3045ea734c90d4e5a95ace1526c40bc810b3fe77daafbeb,cf412f5ea7446580a237f55982bf2d317984d834076ff3867bd551dc0ee7a254,cf412f5ea7446580a237f55982bf2d317984d834076ff3867bd551dc0ee7a254,preserve,0.0,86,79,1549,1279,1642,1361,1463,1200,0.9924999999999999
555,1a1faae0453f5881b80c380193b4dac5e0bcb86a149a17770b5e246b1d0f77f6,a48227a13acec7ff4fc2fa5ba3f0056aea5028cd0de979e5adadb4c3683b7b86,a06627889544311f5e6c3dbfa198f709989a0d352e596964e7d76c10740be8af,a06627889544311f5e6c3dbfa198f709989a0d352e596964e7d76c10740be8af,preserve,0.0,80,76,1544,1284,1619,1361,1464,1208,0.9924999999999999
556,1bdd035514d69f3dc28cf0418a2abaa1cab4e0f7f08965898aadd183fc2fb1f4,d981dfc2298afb67a0e83d482d1322f38e5a39778af812850410548653331896,3364b59d85bdd0f33889a5f197f024e47cd2141f36e22eb258ec6172943bee67,3364b59d85bdd0f33889a5f197f024e47cd2141f36e22eb258ec6172943bee67,preserve,0.0,93,75,1563,1275,1594,1361,1470,1200,0.9924999999999999
557,92dedeb2b591b7ab3ea819cf7b682da97e3ad7a3450efa4fc64105d580cbc33f,94218841be2c01ab53de63c31c0f6bfee59a67b4de59f4c84b836d8327bb90f9,470e0c7e7f28f30f4e55751f04ef964bbff02ef12cdf8b8e52ddb8c97bd39dd0,470e0c7e7f28f30f4e55751f04ef964bbff02ef12cdf8b8e52ddb8c97bd39dd0,preserve,0.0,110,90,1556,1274,1642,1361,1446,1184,0.9924999999999999
558,e4b0cfb41f71bfde065458bfd2d00e03f194ce80ffe27f471686286468c27dd8,a75a845921237a2c9308dcaa9bc1f82730d58ae511dc9ddf86e22bf701a857f9,d4355ca798173e133df7dc26b37e299490a49ffc44e1e827708becb6ad8da33b,d4355ca798173e133df7dc26b37e299490a49ffc44e1e827708becb6ad8da33b,preserve,0.0,97,84,1560,1283,1642,1361,1463,1199,0.9924999999999999
559,2bfe561b6fdc46f8d2f2ffdad5b1d75442ada93c873294a6fa95fd3f93980004,abed15d4f1f8e038cbc97cf733cfa6a55f32cf974361817778722b6a9c36cdb9,3bf60618370017b952b0405fc8d97cd1b5a77a7ead8d276cac1fd9fc000c88c1,3bf60618370017b952b0405fc8d97cd1b5a77a7ead8d276cac1fd9fc000c88c1,preserve,0.0,109,79,1583,1279,1642,1361,1474,1200,0.9924999999999999
560,912ed0d3af660109d9b7da72a72b9d02a188773ae6ad0113df73242cbb9e31e3,b4aeb25f24ac25345b0b60592cdb1ba6dd140b011aa47231741f16f40f2f6c05,c310ab83934e091269562910babee8cced821d07494b9f45dfeeed8cd590380a,c310ab83934e091269562910babee8cced821d07494b9f45dfeeed8cd590380a,preserve,0.0,88,87,1546,1284,1642,1361,1458,1197,0.9924999999999999
561,5d9a514c231da24fd8a7d0695386d170a2187bb0539d76692c487bf9ef8a5a16,811b20129b7cb99f22685a8eb35abd19ab0caf92a173aa22860815b621bba8bf,3b97b93cea2e83123f243dad98a67a2806a0da37e8e2e54914cf81d81e6c3265,3b97b93cea2e83123f243dad98a67a2806a0da37e8e2e54914cf81d81e6c3265,preserve,0.0,75,91,1540,1287,1594,1361,1465,1196,0.9924999999999999
562,c211b00259e3630a98ea5b53e41bbac521869aee9caa944824f3a060b55da503,3140ec1444a38fb93603390e925efaf1344bb2f04746cbe8d1233be07118ddbc,97d55f4a3283acee78b55d37257e7f47e1b35c51edee33c36cad6af6f21050b0,97d55f4a3283acee78b55d37257e7f47e1b35c51edee33c36cad6af6f21050b0,preserve,0.0,39,88,1518,1292,1594,1361,1479,1204,0.9924999999999999
563,00d59654416ae0135aa1a68bccacbc866b366d5abaf1a43c8ab4a3ea76bf30a0,e75ae79a269374c84f323f5fcaecff1022858a05ea6b2e2e8d004a7290c283ff,991f5976e12c8386dfb533a9b342c1b41cf382c3420932c6574c47e18d5fa1e7,991f5976e12c8386dfb533a9b342c1b41cf382c3420932c6574c47e18d5fa1e7,preserve,0.0,73,93,1531,1283,1594,1361,1458,1190,0.9924999999999999
564,bd3d5b42f6adf98d2215c33623eb9b590c9056908ef7fc7ebbd1c010610fc3a0,543942cdd5f8313524c3db6b7aa5b0bb2f0f1c2fc0761b064875e79d85880695,b321de95019a3b0df494a434e947a88d6c2073af8fdfebcabdb4b50c2af49ff8,b321de95019a3b0df494a434e947a88d6c2073af8fdfebcabdb4b50c2af49ff8,preserve,0.0,56,102,1531,1290,1594,1361,1475,1188,0.985
565,2dc1a51e5c69748aeda241f9ea2eccfd0d86665f7468775a804b737e2fd92703,9daf0ae83525a0870c1f62593c671a98fb231b15baa5d810d8f8312c25310bdd,69e7a7f05401591f00425e6a30e7c21f688198f5c3d53880c89af261e4ed63c0,69e7a7f05401591f00425e6a30e7c21f688198f5c3d53880c89af261e4ed63c0,preserve,0.0,62,106,1535,1283,1594,1361,1473,1177,0.9924999999999999
566,d210ef76b50b074c96cff73c8152097e6d5e3e0f3bbb95b1afea991fb8db2d09,5f8560a7e5f5e4161efb00a6378a12955748957d37aed67b5018207e6cd24ff5,277c49d02bade6043db30288d3f526bf7a8d30d93d8a62d78e34baea1170fc0c,277c49d02bade6043db30288d3f526bf7a8d30d93d8a62d78e34baea1170fc0c,preserve,0.0,66,97,1534,1282,1594,1361,1468,1185,0.9924999999999999
567,c228d599cfbefe65c472b37be87d91f36361aee53a566113870f3cbaa3768863,140fff37246cd45dc0030c4aada1a9ab7e7e2a3a934e9c7d8f501f6e85a18885,477c7225fd278d1dba8454b477d854b76a04748d0f83c3b7bbe4ef56e67dcb5e,477c7225fd278d1dba8454b477d854b76a04748d0f83c3b7bbe4ef56e67dcb5e,preserve,0.0,116,105,1547,1287,1642,1361,1431,1182,0.9924999999999999
568,8f5fface9e5d85f2d88409a4da562a01b70b4999c0d6dd6dbe00e6e9adc053f3,4373b23c447a4217d18fbad07a996724c432d433ac2ed24ed274c60cc39b6537,18e2d7da47df9170d4179842732a15cb310ce0202be0117ac93dc51e8fd7ed5f,18e2d7da47df9170d4179842732a15cb310ce0202be0117ac93dc51e8fd7ed5f,preserve,0.0,62,116,1533,1290,1594,1361,1471,1174,0.9924999999999999
569,6d740d1169614143199fd394ff29a5f22a49e8d2d64fff208b49c2643837acd4,cd7d1fd0d91b21acedebd7f7c88676ec129370ce5541eb743b6b95211fbb1df8,7e9785ebb3ee7793cca7ce1502932e6e7cc326036cadf34037f678ed7a12e2f1,7e9785ebb3ee7793cca7ce1502932e6e7cc326036cadf34037f678ed7a12e2f1,preserve,0.0,88,69,1557,1283,1642,1361,1469,1214,0.9924999999999999
570,588ae712379883c7f490a1c9761cd1ec1b47ff7b524e40652df148b55f0a0da7,876ec28212a0b15e8dd55bca1c1a340fb8fff49bc19e18d65eccfb1ec9c3fef5,e2c2181bf94df5c476978d13c77a8e5385051ccb20e21ca79dbc44688426e3c7,e2c2181bf94df5c476978d13c77a8e5385051ccb20e21ca79dbc44688426e3c7,preserve,0.0,72,74,1528,1283,1616,1361,1456,1209,0.9924999999999999
571,eb07be5d922dea11020235bda6bd4541e81c7e6266b67228539ddb2844bb8a8a,bcd5805c7341e794ee2ecfd6cd8a8083edf512097b8302d114897569e93292b5,e433d64e34bf86001de4fc99053aed175eb2ba5590bd4affe433da6b0ed0a6f7,e433d64e34bf86001de4fc99053aed175eb2ba5590bd4affe433da6b0ed0a6f7,preserve,0.0,84,72,1549,1286,1642,1361,1465,1214,0.9924999999999999
572,1eecc77ae31e1330d64e28908ea37ba132d67fe7d3a745bd5d9ada89341a0b19,af4bf81f1f4fc99fa3f45254f54cfd4faec556ba46d0f25978e013f23fa6111a,586896d20a9293985230117c74dd59f32043acf1e33d23a6a98f721a46b0758a,586896d20a9293985230117c74dd59f32043acf1e33d23a6a98f721a46b0758a,preserve,0.0,89,73,1560,1288,1642,1361,1471,1215,0.9924999999999999
573,842c98e7cdb6f63a0724ce8ae91f686ee623cc8218bd1a5a1e07fddb2f44eb99,ecc2e9c9104d4570424c5b78efbe86d34edec659a5d6293a6514c68be15bdf90,d7ccb242c62176e821f9fe58a34b1113a8a1a15318f8de72f89f5daf662a8498,d7ccb242c62176e821f9fe58a34b1113a8a1a15318f8de72f89f5daf662a8498,preserve,0.0,100,76,1569,1292,1642,1361,1469,1216,0.9924999999999999
574,edf0aaf713295585fdb014fa77d856e7769d0e952c355a7c44ee09eec5913037,4dac3a71baccef8fa0df6e6f8102a0bf2f72b3d2849af20ad2765f87300c46db,26848ea05039bcc4d0b5c5aa2c2ed34f29d0d3753e58fb0101daf3e1d3ef05b3,26848ea05039bcc4d0b5c5aa2c2ed34f29d0d3753e58fb0101daf3e1d3ef05b3,preserve,0.0,116,65,1605,1296,1690,1361,1489,1231,0.9924999999999999
575,6fb2f4ffdaf9d69333093c5e95769a676d953d66c012ed9c275f9ee5fa202404,1f644baf3b20bb5b7d68083e5a02359672eb8d4bae51cd360454c1adc66c2f42,b7e3f3d5eea4360148c364fd82bcf545e49fad205d01c9ae110c0f3267a1de4e,b7e3f3d5eea4360148c364fd82bcf545e49fad205d01c9ae110c0f3267a1de4e,preserve,0.0,105,100,1536,1283,1594,1361,1431,1183,0.9924999999999999
576,e33740c7e3d373b1be4107b493945ef2bed02103446af4a21458e02323f06b3e,261142f8ae7304a2c020c32ea13b76e1ade8428f91970575cbbebb7175ef2bfc,ce73acc1df876e1e88c6f819d6f6a817c7704c7f8ba2110f5a5721d03fa2eaf5,ce73acc1df876e1e88c6f819d6f6a817c7704c7f8ba2110f5a5721d03fa2eaf5,preserve,0.0,98,90,1517,1280,1614,1361,1419,1190,0.9924999999999999
577,10a7f3c1360e837d0ac9ba75073e260a0334a1d66180625d3bf69bc08898a28e,e5471f6d6a92a609a97e696af9afbd7c2925e96e33181cd0d70d49cadd3e9a05,9792babb99fef89307e2806e9c66a6464c8fda1348372b043c57cc331eb5f74c,9792babb99fef89307e2806e9c66a6464c8fda1348372b043c57cc331eb5f74c,preserve,0.0,115,94,1539,1279,1642,1361,1424,1185,0.9924999999999999
578,e91be5a1c0965ed3bad09241e938e4def2273c5f9dedc677ebf16a0bfa49f886,125eb9e423a26516003398f94d3b0618c18c578473a7fd2f9c33e902de55bc2e,12c5662577919a137cb0b0afd143528d8d2e9ae0bb9044a54f672d3e840bdad8,12c5662577919a137cb0b0afd143528d8d2e9ae0bb9044a54f672d3e840bdad8,preserve,0.0,91,100,1518,1293,1594,1361,1427,1193,0.9924999999999999
579,7b950673a2e92653d3c552a2f0e87970aedb4c6aff19590c9ed4875d341c188e,2498d2d55d6285ce99cec2a75ff71d76d0e085b3584a0fcefae17534c3bb7a14,f299312283c8e0be47fd69dc39bfb57539f36c988c4d2de7a42b86a397a21fc7,f299312283c8e0be47fd69dc39bfb57539f36c988c4d2de7a42b86a397a21fc7,preserve,0.0,117,110,1530,1287,1594,1361,1413,1177,0.9924999999999999
