global_ordinal,source_sha256,output_sha256,output_pixel_sha256,base_crop_pixel_sha256,transform_decision,deskew_correction_degrees,crop_left,crop_top,crop_right_exclusive,crop_bottom_exclusive,source_width,source_height,output_width,output_height,detector_confidence
450,3d31c7f2b9f86056c9f446d08743310df470f0fd971c4d0b55dabbf214efcae3,1974721c37365486a7d77882b7f5555e2c20e3d517e8c9ceb4fcfa6926a7c17a,6ab5b454fcadc9cf8f1a960400f12d9ee64b97a582f7b8ff0d8bc545d3415c4a,6ab5b454fcadc9cf8f1a960400f12d9ee64b97a582f7b8ff0d8bc545d3415c4a,preserve,0.0,42,88,1536,1291,1613,1361,1494,1203,0.9924999999999999
451,f97065b64c1bdcc001a83d3af067f38fdd9cbaadf3d20ea20e4c5c5bf44cbaff,4ecb69806e069829cef150745035d363797468dd76f42fdabef530beda3bfe03,2ba421ee554f667a34739a4309826b9eb2c4fa29295861d40fb6b4ad399b7c9a,2ba421ee554f667a34739a4309826b9eb2c4fa29295861d40fb6b4ad399b7c9a,preserve,0.0,64,75,1563,1289,1642,1361,1499,1214,0.9924999999999999
452,29750a977b83b91ba2dcde966c8996d24b4e1dc32e2df3448ff3f4bd84fae901,18bbae977bdd33b20e15498575a91a5a23e5f33136ccc3c19158f3f85f130caa,ef8463ad6be6705acfcbd50a016ab3b5a18103c8e08d6246eee9b4ea914d02fe,ef8463ad6be6705acfcbd50a016ab3b5a18103c8e08d6246eee9b4ea914d02fe,preserve,0.0,66,71,1564,1283,1642,1361,1498,1212,0.9924999999999999
453,e852ffc942676991710010f6aec22eb34a754509e41ddecf09d980899d4d10a1,17695ceaf829b89345585aee6d012f104c34b9ce7e3083e547c56b16a95b5fbb,dfd8199b51d581c3e759dfbf6740de2cf361cc7ad6b76b95c03eeaaf5d31e965,dfd8199b51d581c3e759dfbf6740de2cf361cc7ad6b76b95c03eeaaf5d31e965,preserve,0.0,73,75,1566,1283,1642,1361,1493,1208,0.9924999999999999
454,344830a3da330aab7431e2d9fb187003407d73cd90f8f37e0e53ca684135e1b8,9dd00e8851118e35aaafa6a5bc9da5c3c13834fde048fc5e4cdbec9eaf368cb4,ee1225d17be14fab2b1bc4e88805ff53b290d48531337e013723c31e09ada263,ee1225d17be14fab2b1bc4e88805ff53b290d48531337e013723c31e09ada263,preserve,0.0,77,79,1562,1287,1642,1361,1485,1208,0.9924999999999999
455,4c358024fdc79b8285cc39881eba8fc4a76d029c23d38dfa5903cfb9d65a6232,fd12f4d6567e93d6f986e87a182d08e07e507119517d4cc4131306d3c25435de,040cd379ac0a4f2c88c14f4fccbd8361a9db31d37db4716586297c73a58380bb,040cd379ac0a4f2c88c14f4fccbd8361a9db31d37db4716586297c73a58380bb,preserve,0.0,84,88,1547,1289,1642,1361,1463,1201,0.9924999999999999
456,bf32f3caab1480784d62f4908e2cd1dd50ab49c8c3d249ac550fea1b4237826c,1acc1ed5f2d8121b3b7916fdf7bebbd16f92f7d291f19eb14243983ee95d0d90,498c2dd7a125f600d4eb1645c86225277cf1fea55ca1e03b6e380ba5cf4eaeab,498c2dd7a125f600d4eb1645c86225277cf1fea55ca1e03b6e380ba5cf4eaeab,preserve,0.0,71,71,1583,1283,1642,1361,1512,1212,0.9924999999999999
457,be04778d10b02ccaebb7855b1c6f6cf65c88c6f4ff3a196decc40e7918b94f13,351d8b98f98908f20c04b52e7cf9e1351a4d7cb115a495d5d2aa4af0a8e58b1e,76789e7eda8fa8599f31c098c9433b1bde176e976fb0bdede086258fc0aa192c,76789e7eda8fa8599f31c098c9433b1bde176e976fb0bdede086258fc0aa192c,preserve,0.0,97,96,1548,1289,1642,1361,1451,1193,0.9924999999999999
458,aa0b4244101a338448bf3e66f3da9463bab1084a8535e716ea7c8d7825754612,fe318f0cc9001b91d33cafb385ff2cfd9722a3447255da38f86222d792ce3f23,b039299163b4ddd744feed45c3580d2a0abdd24fb9eb0b774271150c1c60f418,b039299163b4ddd744feed45c3580d2a0abdd24fb9eb0b774271150c1c60f418,preserve,0.0,87,92,1545,1289,1642,1361,1458,1197,0.9924999999999999
459,7351bfe9576f4a94d910efe6b8205daede6231e8a4f5b5b820e94a3b4b730666,35f808de1bdd58d528df03a50203e952eadcd49003cda8895df401438c0a79f4,82fd73589b25620b109dc9c1e4486e540dd965649e3a8f818336aa98ef62df29,82fd73589b25620b109dc9c1e4486e540dd965649e3a8f818336aa98ef62df29,preserve,0.0,71,81,1553,1287,1642,1361,1482,1206,0.9924999999999999
460,5e483f4579d68feba3705d7d3a4e80cbfeaa7ddd6c177a0cbf7467f3d70fb586,15c40e697b9d43e4fbb7f2184c60d93dac2d5d29246d2a00cb20495e04054f94,f6b388d716828df5a1cfad61c90e207e746ae7d7e455af45f3b4ecec3ae94f4f,f6b388d716828df5a1cfad61c90e207e746ae7d7e455af45f3b4ecec3ae94f4f,preserve,0.0,27,73,1525,1287,1594,1361,1498,1214,0.9924999999999999
461,1e38deb0541a2afe0a0f29a87ff42ca3be935aafc2dc599fde2c73593eaab0d4,1d8567b757da08e61e487ffd6998aa3ae4ab9c2ed2722c01b80efbef9e60e339,a96d68cc4486d53b5664b76d44d5f45168a6ffc91a4295f95c4792a8f3b14402,a96d68cc4486d53b5664b76d44d5f45168a6ffc91a4295f95c4792a8f3b14402,preserve,0.0,69,79,1553,1291,1642,1361,1484,1212,0.9924999999999999
462,a700e33d1eda5adaf0a56708a562f07328dc1fa3bf6511f1760f433bf07c99b2,d63b7568c695a798abb3327b298c4de1827d312724eee0fb7047e039ca93496e,4d72efece4ba2a2c69c65c21906ec0a66f0423e0d01a10276f4e16a74cd072f5,4d72efece4ba2a2c69c65c21906ec0a66f0423e0d01a10276f4e16a74cd072f5,preserve,0.0,41,66,1548,1290,1622,1361,1507,1224,0.9924999999999999
463,7bf233cd08f76442559f78315de9b38d17c3dea5a88e59e8f7009ea10c4c6754,c3f2dc970763b6d1f62cd6d26e12a91dc5153de8e56afa23f7bfa2fc5a673258,eaf0cb5552ef0757977cb33d93fca39b36c9bfcdd7c50227aa5edb8f92e24ba5,eaf0cb5552ef0757977cb33d93fca39b36c9bfcdd7c50227aa5edb8f92e24ba5,preserve,0.0,40,62,1558,1290,1628,1361,1518,1228,0.9924999999999999
464,a76cab3fb81b04508869c91d0138e832ab4492c29bb6890705c5d0cca7a61f95,3cc248dd20e5fd74cd35a1a356c04966d2fc5b2eb6783d3a20bb24b5e9f9bac1,f68d95bc3e10a8938104072ce8601d0cb7b42ff5bfb3857820023ce467c09366,f68d95bc3e10a8938104072ce8601d0cb7b42ff5bfb3857820023ce467c09366,preserve,0.0,69,73,1555,1293,1642,1361,1486,1220,0.9924999999999999
465,abbf5b111541372920608f212a9515de1cb3f710b584f70985ea1c6908108372,ba9854ae2598b7a8272cab5d07727110f7890c43bfc74fc5572195bebf2378ff,b5f0e88795ba4aecd1e9aaadfc6850c1ab6a83be65179570d62efb1e656af237,b5f0e88795ba4aecd1e9aaadfc6850c1ab6a83be65179570d62efb1e656af237,preserve,0.0,79,75,1570,1294,1642,1361,1491,1219,0.9924999999999999
466,3067074ac83c142683ec3870ae7bfa8a092c236bf5bccdf5434db82a0915575f,7faabe0f44d06ba160937d9bd25ca2197752966a11064052b5592bb35eb76676,673f4db3a3d7036738ce077a83f282181677ab14dc8d76dade6aeefe85f4b7a3,673f4db3a3d7036738ce077a83f282181677ab14dc8d76dade6aeefe85f4b7a3,preserve,0.0,52,85,1513,1293,1594,1361,1461,1208,0.9924999999999999
467,1c9b2154c702bdceddb6a5769dc399dfa88d54e1d27e3f910ddfd2440bee6c63,b566812b43967ce7358860d75fdf74be3d461c0c80113c60d77b55242dc91f25,469c2f02a228e60bcbde777ede28ad6c53b38e1453de415527d99c2cf74a7a61,469c2f02a228e60bcbde777ede28ad6c53b38e1453de415527d99c2cf74a7a61,preserve,0.0,97,83,1561,1298,1642,1361,1464,1215,0.9924999999999999
468,ee4a0de5fd2713878735ddbf399c0cbc369eb24e0ca4d42be0fac02dfb73583d,7c0bb5b0b9effb216e9cea06a6c2a15e3d148e034bff9e20c6f1ab34a2747f46,2704f554cca3f42f74d18f7592d15f60391a59f8724565613305a175627a99a6,2704f554cca3f42f74d18f7592d15f60391a59f8724565613305a175627a99a6,preserve,0.0,87,105,1544,1296,1642,1361,1457,1191,0.9924999999999999
469,365f9d0e2bffedf3ac07cdb62c77b5d7132861dc83cf75ae08be15efa25764ec,a29c245eb560ff42373e541749af815cb1aa642bb1d8c18c0329db14fd3b7646,3e0a960fa2bad2d52c516cd203e9ebcef51c6bbc33fd199d98228a4036094a38,3e0a960fa2bad2d52c516cd203e9ebcef51c6bbc33fd199d98228a4036094a38,preserve,0.0,101,86,1570,1291,1642,1361,1469,1205,0.9924999999999999
470,55de979874a6cac3d8b825a59cc1534d3ed3a901cf14d5186502213a704cf074,7b4a734ac84acd4a3900a1f361e3754e29cf8b392ae266bc5f67f74ed4671f65,82591fe253071ce6dd54b5a116052a5c56739e167b740538b067f1bfc328f08b,82591fe253071ce6dd54b5a116052a5c56739e167b740538b067f1bfc328f08b,preserve,0.0,62,65,1557,1291,1642,1361,1495,1226,0.9924999999999999
471,bd4da70b472f2fd58f6b070bfdb90073e2016947d67b837e2b014ace487cd6de,e872e756cc9653bfbf816a3bd0d9c19bedf2bfe7c2a315357cb75d874c8dc4d5,022993257bc52190f1cfa725633e6033ac691c3e31dca8c332219e71fafb457d,022993257bc52190f1cfa725633e6033ac691c3e31dca8c332219e71fafb457d,preserve,0.0,63,64,1568,1301,1642,1361,1505,1237,0.9924999999999999
472,03e8633ea93d27a71532ae260cb610fa3579855ac1107f5dc016816581749998,2e9027e19929b4ce3fd558945d69cd37515adf643ba5fd686b1bc81a01f230d0,219708e8f0389b0e84ce5fb95d345f8bb45fe90ff517dff6f3bee99c37359496,219708e8f0389b0e84ce5fb95d345f8bb45fe90ff517dff6f3bee99c37359496,preserve,0.0,37,70,1539,1293,1594,1361,1502,1223,0.9924999999999999
473,b17cd93d64a14d5d3907aba61e6d8067d7ead54f55411df60c08353b99153ce1,d5b7a4ebabe5bc1cdfb22acc96dc971a4ea94d97da6c8f8e4ddcb263d53377c5,9ff948babc4bacf3685c86aa7d235a65b154bb56a34f8eb46cc184dc42dda59b,9ff948babc4bacf3685c86aa7d235a65b154bb56a34f8eb46cc184dc42dda59b,preserve,0.0,61,77,1560,1291,1642,1361,1499,1214,0.9924999999999999
474,a1b1c698f64c45c33c0e720759a9912fe36fc8cc5bccd9572594fa56ed7f3832,4322ce1962179f1c4fd05f06c95db8adbda8204675a3e22c369a6c612ccbc277,fb268b26d74d2e9514fe2d813a776c45bfd48610aef5fa09ca17bc87fa933d1e,fb268b26d74d2e9514fe2d813a776c45bfd48610aef5fa09ca17bc87fa933d1e,preserve,0.0,23,73,1521,1292,1615,1361,1498,1219,0.9924999999999999
475,64fde5c6569e68f538585a353c6a746320a63600cd76e6ca5d233eedf4df92f9,10577795b54a2806ce8da5b3b781f4f4b3c95e08012093aa3cc42360b33f4ff1,67c5d0aa497688d3f9a64434581e99976414045e6085ca4e5b72c17a730e0fd6,67c5d0aa497688d3f9a64434581e99976414045e6085ca4e5b72c17a730e0fd6,preserve,0.0,73,69,1561,1297,1642,1361,1488,1228,0.9924999999999999
476,19600716291acd09d92534a33ebaa59d7c0e788772f66e4192b024251d3c30df,2998be20ced3fe9ecf0dffc9e71f318f63ad7ae5b96082e1a3245d474499817f,e04b1a65aea133c74f5c897a0e9f49fbcfe9d14400cd6c4074d6e30c3f79d1c0,e04b1a65aea133c74f5c897a0e9f49fbcfe9d14400cd6c4074d6e30c3f79d1c0,preserve,0.0,84,64,1598,1304,1642,1361,1514,1240,0.985
477,fae0eb79bae3c88981c569897c6a780e9cf1661fc11b7b85f2adf9ddda5d80d4,dc4bac7fff76fefb4aa5b1859f7afa3bc6044bed154f37e249b3323a26bce974,e9e627bea3f1d304e40d2ab8889fb034fbc3af47d87baf5931df1a40a3e0019a,e9e627bea3f1d304e40d2ab8889fb034fbc3af47d87baf5931df1a40a3e0019a,preserve,0.0,77,90,1598,1298,1642,1361,1521,1208,0.9924999999999999
478,a308580a2399bd26ee0066c9a48779ddf07096b824b1ff347a303bfce474f060,b69bba13c8f8a4cb31b75c324fbbc959ccf85a2b514851acba72d504559052d1,b80354d0ccc91d282b86ce0c67d0e37699e712dd81ab1793fb3df68429de5881,b80354d0ccc91d282b86ce0c67d0e37699e712dd81ab1793fb3df68429de5881,preserve,0.0,80,74,1583,1306,1642,1361,1503,1232,0.9924999999999999
479,b30b122b55896705849fa6a7d6fff61919ff56e325f1903511668dd02e0ebefb,9887a264a7319ebdc1aefd2bf53284bcecf66edad11ea0bef575861edddbad18,2ad6602d42ff970202d70e17accb64e260be123a7cfcc7bfec50239f61daccfc,2ad6602d42ff970202d70e17accb64e260be123a7cfcc7bfec50239f61daccfc,preserve,0.0,84,77,1596,1291,1642,1361,1512,1214,0.9924999999999999
480,bc481d83819d7f05db316d12b972bbf2927a2d6e510f0319ea8032842654fb52,4cf9182b357e917acff2eed96bd6e723d43f33db83521e3b1fc1778022ff89b4,892bece17a785ea9cdd685735b3d1a2480ce925ef4330117733610aaa021c1dd,892bece17a785ea9cdd685735b3d1a2480ce925ef4330117733610aaa021c1dd,preserve,0.0,70,87,1547,1292,1594,1361,1477,1205,0.9924999999999999
481,0d0b21868702c0757cee91820c52d0ad0464f9fe9d8a5fe90223616ceb085a6d,333e2f830a11dbafd4cb998d357b984712346643b9540412197a032a7ca5cff9,f94eb8c2cd1c8e973c3c30f533246749f6f3bba68188f39aa0dec42b22411dc7,f94eb8c2cd1c8e973c3c30f533246749f6f3bba68188f39aa0dec42b22411dc7,preserve,0.0,69,62,1598,1313,1690,1361,1529,1251,0.9924999999999999
482,d01602d001f00bb3534bc1ee712913fba5e4fd4ef1066775cd807eab3d65d9b1,ef807708e9089db15478f1a2699a6625a3781c44344d5e2bd3f34ad4c3d4a322,ff5290efc1c0179288511af152bbbd4b4e5719f799ee966b5b6e9b87a81af03d,ff5290efc1c0179288511af152bbbd4b4e5719f799ee966b5b6e9b87a81af03d,preserve,0.0,27,77,1512,1277,1594,1361,1485,1200,0.9924999999999999
483,e8020d693d7ebf5cbe2a5f91005744a3f5c62a7f8b76ae0674a362e4c9544398,54bf558eeddb1eaab325afe07fc53124fd576bd89bd49dab5d9c40d457f984ab,1c4657f9f08a1042b6fec292dbd2e530f5075615a845b88db0ca8fbd2f7bf408,1c4657f9f08a1042b6fec292dbd2e530f5075615a845b88db0ca8fbd2f7bf408,preserve,0.0,45,72,1551,1291,1642,1361,1506,1219,0.9924999999999999
484,3ea0e50547751e4f5fecf03094efc67288b862ded2ec5e66288fd98e2c55f175,61d4fdbf966437c33561f6f827f38e868c3c8b6bfd996184d525516dec02ddfe,1a9f22be96422a90cc5c4263362d85795005e3147495494a4806f97c4729e5ff,1a9f22be96422a90cc5c4263362d85795005e3147495494a4806f97c4729e5ff,preserve,0.0,49,77,1551,1291,1642,1361,1502,1214,0.9924999999999999
485,0f2110d19965297452cfec66f5d77128babb14a291109df3bcfebc2e908ca1cc,c762d383fe017685c1620144622eba1560c454ad57b7a5e45f2827684d474309,e0d552029314113a1df99ec6caa80f48e52e7d07c9b0d0ae23c8730dd88662a3,e0d552029314113a1df99ec6caa80f48e52e7d07c9b0d0ae23c8730dd88662a3,preserve,0.0,38,31,1624,1335,1690,1361,1586,1304,0.9924999999999999
486,b694305588d58716a373b7007e299d30450f6663b53c6faaaf5d0fb49e9f8bd4,b0887ad1ab8edc14b303ded6ad74b8893d1f9affaba2cbddde01ad188360914f,741d6d22bd52762b5e44faeb9e2d3fd7433eef5c70036b98c3f0869121582c9d,741d6d22bd52762b5e44faeb9e2d3fd7433eef5c70036b98c3f0869121582c9d,preserve,0.0,73,77,1570,1291,1642,1361,1497,1214,0.9924999999999999
487,80eb14416d2085cb27f90ce4dd663ad700ff18fc331e0187c3adb12bbeda4263,eeb920315bbf6b233ef82ab028cb1f5d0f698c52e436ac56b7055e75b120683a,a83f1b0b5cd3a7e07721268728b2a23bb949f150f821e70d2ad0c38a6eda4fd7,a83f1b0b5cd3a7e07721268728b2a23bb949f150f821e70d2ad0c38a6eda4fd7,preserve,0.0,70,81,1562,1291,1642,1361,1492,1210,0.9924999999999999
488,d64c65be4963a0cfe5d1a632b281a537f215b244a086bf5607064e95caac7237,12912a0e2d5e0ea64fb5c526c90b7137473cad3dffb237364fb990e8199d445b,81446b4da2a974a265ed57e3f6d004b3eaeb5f802a0e57e868e0b82c33fce79c,81446b4da2a974a265ed57e3f6d004b3eaeb5f802a0e57e868e0b82c33fce79c,preserve,0.0,71,77,1564,1291,1642,1361,1493,1214,0.9924999999999999
489,571b6dcfcc9b225fabe9e5b1f2c2d9c16ac88ba873722e420a95fc9162b885ae,a1abfa8605c236747a4f4f3da3c80436a63ec9383446b48780750df9b8126ab7,55ffc15e7afa604d876c4fe772b5fa693e8a520a1fde218a94c5f589ae942e32,55ffc15e7afa604d876c4fe772b5fa693e8a520a1fde218a94c5f589ae942e32,preserve,0.0,77,71,1562,1281,1642,1361,1485,1210,0.9924999999999999
490,166445cb682f79e2de0101d738cf9d59fea9288e628a8a0cb00f7a22bef803ad,1422b0c7273bcdb3040a6bc9bb2e2695c31061cd9499cf22ebdb14cfe37f6ba2,3991212459b47004d08390453e46867060745436dbbb7ee77dcfdc252c2b1416,3991212459b47004d08390453e46867060745436dbbb7ee77dcfdc252c2b1416,preserve,0.0,69,77,1566,1289,1642,1361,1497,1212,0.9924999999999999
491,01de616ac58e7595e9afa5c20428eb3fb8ea2ebba77e58009f52c6144a0c8e4a,37f7032013630ddaff881feb78a1b31adf5c80c43f867b1180703f734b8f0948,417183deba88d6bfc47233bbc89a977337a5ee08bff436672f4a51a7ea93f944,417183deba88d6bfc47233bbc89a977337a5ee08bff436672f4a51a7ea93f944,preserve,0.0,69,81,1572,1287,1642,1361,1503,1206,0.9924999999999999
492,4f2f158ef0b785563e4810010603d0fe8cd5a1efabf9013640a7152e95dda42d,e1ea8815e20b486ac41d88377bc52529391e39ca5884750d59e53e27d72730db,51ee2ffd4d993c2f2a517d01e5c5445497bade0dcf35d63c0c3b4ab224f7f726,51ee2ffd4d993c2f2a517d01e5c5445497bade0dcf35d63c0c3b4ab224f7f726,preserve,0.0,64,71,1557,1287,1642,1361,1493,1216,0.9924999999999999
493,d81f0e7f2714ea6677cd7efc2151d9388aa78af81246967a012152837d43455d,1ee8562a4e5585cf228660cd3b85525a5b24c5bd6466883f4f1cc4140dc3c5b2,3f687523aa8755434477211bcb494d656e26357538cfedbc70419a435b68d1ba,3f687523aa8755434477211bcb494d656e26357538cfedbc70419a435b68d1ba,preserve,0.0,64,75,1549,1289,1642,1361,1485,1214,0.9924999999999999
494,bd20e3d1d1ae79de2086c5dbebc093df714afeb1f3c7f16479699e2b757da389,f0eb474860d3ba65f6ef95c09bbb5c4daed0e3d1666b6572b2c38d0a0d5ba257,3a6ff963dd812b0ebf1ae779579714dc7b5ec3f58fc07b594c3156ceff49a91d,3a6ff963dd812b0ebf1ae779579714dc7b5ec3f58fc07b594c3156ceff49a91d,preserve,0.0,77,71,1557,1285,1642,1361,1480,1214,0.9924999999999999
495,412897987ce9ffa6f6bb15a2762edc65cf0304be012f98d8e0e1a982c0d686d9,5b15e245379587d0680126f949ef445089f8c79b7a6ba52095a67987d04d6ef7,27d419b7a3a30501b42cb69a28312cdbbadb44677195953e1cf3852df74868f9,27d419b7a3a30501b42cb69a28312cdbbadb44677195953e1cf3852df74868f9,preserve,0.0,64,75,1557,1283,1642,1361,1493,1208,0.9924999999999999
496,0b0df8d7494dbe7f96614bba90d98806071846ec0ec09ecac2046c1f47c3d3d9,873fa56d565452a8cea595d4ef55a93456f64615ca8affb03ea272399a8e73db,bf291d9627ab5e705a877700e068ee80c6647eebe1b9d37a789047543a967cde,bf291d9627ab5e705a877700e068ee80c6647eebe1b9d37a789047543a967cde,preserve,0.0,37,77,1512,1285,1594,1361,1475,1208,0.9924999999999999
497,ea01351fb2b6227ba129ae089b520a66700708adad4bf2d70fbac8d1e3c09be1,db504701718ea1f5df66c2d856338eb383d90df3941af880327db3b2b7c36547,b30f681507eb41e846cef971b0ae59498a587013738124322b69d67c67358e93,b30f681507eb41e846cef971b0ae59498a587013738124322b69d67c67358e93,preserve,0.0,43,97,1512,1298,1594,1361,1469,1201,0.9924999999999999
498,c6edbfb41faeec6e18cc8e978cef562bc26aabcbcdab27ac83fe4b1a84cbec56,8215759cb3669e191f1350cad8e42a02b80e99342b56aeab1afc2a132a1ed956,a1d94150ec25f5062dd3fa0cf8209c371ebe3ff0be822552dff3b2d3cefe2fcd,a1d94150ec25f5062dd3fa0cf8209c371ebe3ff0be822552dff3b2d3cefe2fcd,preserve,0.0,104,96,1561,1291,1642,1361,1457,1195,0.9924999999999999
499,d36116cc166d46dfb6ee3438d847ab38e0be16dbb4bfbfbb32a10efbd15dbd1b,52e22d8a956eb073ffc4d60bcebbf79c850043f1b2c2fa0ef44fa89d29f974c1,064b0770a1c4637a919ed12d942a0bc4407a1f1c6566e964cbe32e0b7c8fd8df,064b0770a1c4637a919ed12d942a0bc4407a1f1c6566e964cbe32e0b7c8fd8df,preserve,0.0,77,95,1532,1295,1594,1361,1455,1200,0.9924999999999999
500,b2f8f67e37955373c7a23816a855186c86b247b68245dae86603f79a9304de03,d261b9c3eff660af7976123d2bf0a5d63144aa3d5a1f5dcb0f9b4bac5851a271,9068b3cbaa1bf011f9f0786928af206217f51edea68838d51b1b234a3e3a335b,9068b3cbaa1bf011f9f0786928af206217f51edea68838d51b1b234a3e3a335b,preserve,0.0,41,89,1520,1296,1594,1361,1479,1207,0.9924999999999999
501,b8a0503a9dfd4c544df34ccc13e6a9da88e8e0d4642b323856f3b9ba2044709e,ae3be518e7a4f3fd7171fa9d1e4e8a4ee123a75ee45b50077cc5dc2a94c9f179,919cc027f8e2d8122d3e717baa21016888558b02f960c214cab824991f8bee07,919cc027f8e2d8122d3e717baa21016888558b02f960c214cab824991f8bee07,preserve,0.0,92,94,1564,1291,1642,1361,1472,1197,0.9924999999999999
502,e37ba25987f7807533a26be0a5befd559d8fa8e1ab53c0ae12bb38998d946994,51bb256dc0c8c305784d3ad7670cefd877cdec57105563d82bad8f5f20524189,71f1dc3c4731f092334882e3951b041f5497e2df5bcc3f0f60a5020a12cbfe2a,71f1dc3c4731f092334882e3951b041f5497e2df5bcc3f0f60a5020a12cbfe2a,preserve,0.0,84,69,1572,1283,1642,1361,1488,1214,0.9924999999999999
503,ba4a5c65cfde768c15e665c44da4f3441701fa3f1255cf88a2251a1110579a2a,cbf654fe06678f6678d3af19a4529b19ceee18ccd7d3b98aa06c46e05df6c817,1f3a1dfd5faccdf50920e4c3222ba514b96da76906a9c04bdc53210237efe255,1f3a1dfd5faccdf50920e4c3222ba514b96da76906a9c04bdc53210237efe255,preserve,0.0,72,76,1546,1288,1620,1361,1474,1212,0.9924999999999999
504,3a479c8af5a6312f5bd821a6f68c5239fed99054cbb8b60e81e89a13c2c7f785,c6dc641f41a0f24e8e62f8bd39c15c5b5029a8ff9895ba9883142ae27331f672,fd74ea1e6dcb5e4b27f5243af65bc759e8e2cbf89730747c2da11a0e94d84fd2,fd74ea1e6dcb5e4b27f5243af65bc759e8e2cbf89730747c2da11a0e94d84fd2,preserve,0.0,106,73,1559,1281,1642,1361,1453,1208,0.9924999999999999
505,942811c89f75e484e602fb7cc5c8086ab0f45224398eec36efe8e74d91adbf59,bc4b55a9adbf56324d19231001c977cad9760f50ad57c7aab104640684e1ecb0,809170a537aba7d0a7960555f971869990e44580bd611fd6938051520193773d,809170a537aba7d0a7960555f971869990e44580bd611fd6938051520193773d,preserve,0.0,92,78,1570,1290,1642,1361,1478,1212,0.9924999999999999
506,a7e213fe95856cb8c02de412e5fce540c5cd5847bdcaaf1109cbd21ddda83032,80905d0468c94db8f4447f7ce12b40f2a06036259174423607adafcc49fdf4a9,6bc25d3018fb1105caceed56708a993be73d05dccb1d4951c4118218f775af39,6bc25d3018fb1105caceed56708a993be73d05dccb1d4951c4118218f775af39,preserve,0.0,69,78,1546,1282,1616,1361,1477,1204,0.9924999999999999
507,db4060a1ddfa58a44b4ef4f4921682b4bf7b78af4a0e6caa34a221df0d3d7f14,19e9a490a25a06ae248b1b8f0b93b1dab21ac63934aeae41f2741b2fbdfac738,8ff112cd2fd2e5c4dfd1103b73d27ee9f6dfdd7c003adcd9a08f7f1c3c0cfc92,8ff112cd2fd2e5c4dfd1103b73d27ee9f6dfdd7c003adcd9a08f7f1c3c0cfc92,preserve,0.0,117,81,1563,1283,1642,1361,1446,1202,0.9924999999999999
508,e72295a08804a7f520d6d247998dd68f98eb6a2158a327b291f8f173a1005fc4,ad9e2a627996b958bbf89ccc86e53ee729c16d85412e4b729e381ad8080a1e7f,bcd9a530480bbd9af1a5194ca641aee39b9860c406de3b320009787bea31d4b8,bcd9a530480bbd9af1a5194ca641aee39b9860c406de3b320009787bea31d4b8,preserve,0.0,81,73,1562,1283,1642,1361,1481,1210,0.9924999999999999
509,ec853c6d4847d2183ea587e83395547ea52c2406784717be7a193f6b13e1cd5e,f0a989aef12f49c2ab0018a3e06d901095bb540ba3a9af99fa91eb18c949db0e,071fe1f60e6c332451b0c351aabf6690f9e9f9ce53914795cc9d14a16805b9e1,071fe1f60e6c332451b0c351aabf6690f9e9f9ce53914795cc9d14a16805b9e1,preserve,0.0,117,31,1689,1325,1738,1361,1572,1294,0.9924999999999999
510,9310e81c6ec38c901afea7aedf89653ec91c9072cb500db6fd75dae07ecf4539,35d4a9df2d5a46ca6f8d2c699f84a599364754cefd198e4cea087b923aa560f9,da9938706005d3adbd334fae51126e9c82ca45cf873259212c29e4940d8c9bd7,da9938706005d3adbd334fae51126e9c82ca45cf873259212c29e4940d8c9bd7,preserve,0.0,98,72,1566,1285,1642,1361,1468,1213,0.9924999999999999
511,3dd69836c69a084cf0d28a141277fd6ed4912696f89c22a3cde8eac206245217,0794b7bb950a9ffb8b1a5146f2d7b6cce9be0ea983c529a54df321ae8781f903,f91f02f5ec002345919fb5ebffe3ef4b426aa2ee08b9dfeae020aac58ba70860,f91f02f5ec002345919fb5ebffe3ef4b426aa2ee08b9dfeae020aac58ba70860,preserve,0.0,106,73,1561,1283,1642,1361,1455,1210,0.9924999999999999
512,086f93bb098e340342d2eafef73e21302d10cfa5d57d05101c521b1d6a21f6bb,adb2d23b81e518ef4a962cd17c327dfac47d8cca330c86d4b037d098e112370a,a3a6f77769f735af02280ede7047ffaa2faa39cd4380a4fb3ed6e9f6cbf82f75,a3a6f77769f735af02280ede7047ffaa2faa39cd4380a4fb3ed6e9f6cbf82f75,preserve,0.0,101,71,1579,1281,1642,1361,1478,1210,0.9924999999999999
513,650d222acd6eb39dd47e4f767044baffdba4f6c56ebaa7345bd8238ce5e0564d,83d645fac1dfc05d887b3c7989ee6fba0016eb12535c94953a0e9a0fac4e5141,64dadc4621dacf21e7dbf45ac13957622a05d7ee40a31937972451f5971e73db,64dadc4621dacf21e7dbf45ac13957622a05d7ee40a31937972451f5971e73db,preserve,0.0,69,69,1555,1279,1642,1361,1486,1210,0.9924999999999999
514,a8747b6a22004b9ecd84e0c7f3a3503337cc3424eb0e245edb411c5b82327270,d1fc253a3bee2830daf3fcc3e42936524a62f4c71eb15fbd6e6c4fa19896b3a7,c348f50cd128f51fb7ee23673802be4b0bd0e4a0207f78e15d7b10de008d572e,c348f50cd128f51fb7ee23673802be4b0bd0e4a0207f78e15d7b10de008d572e,preserve,0.0,45,70,1530,1284,1642,1361,1485,1214,0.9924999999999999
