global_ordinal,source_docx,source_ordinal,extracted_file,sha256,source_repository,source_commit,pipeline_repository,pipeline_commit,width_px,height_px,analysis_scale,exif_orientation_applied,estimated_orientation_degrees,estimated_skew_degrees,skew_confidence,content_left_px,content_top_px,content_right_px,content_bottom_px,content_width_px,content_height_px,margin_left_px,margin_top_px,margin_right_px,margin_bottom_px,brightness_mean,contrast_stddev,dynamic_range_p05_p95,sharpness_score,entropy_bits,dark_pixel_fraction,light_pixel_fraction,background_uniformity_score,bleed_through_proxy,content_fraction,border_contact,likely_blank,likely_low_contrast,likely_blurry,likely_overexposed,likely_underexposed,quality_score,quality_status,review_reasons,analysis_error
779,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,779,raw/fs_0779.png,1d9b3e5b429d1ca91bcc014d7ac123a417f14bfa55d7507759717f0aa7bf9795,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,43,74,1542,1307,1499,1233,43,74,52,54,156.273,53.034,177.0,3750.257,6.37,0.123797,2e-06,0.0,0.58,0.851958,False,False,False,False,False,False,0.923,pass,,
780,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,780,raw/fs_0780.png,a33e8e4697437e4039c968bf79732e9b57dfc09ab98a1ad69388b592d1016fb2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1537,1361,1.0,False,0,-0.25,0.0,91,78,1438,1309,1347,1231,91,78,99,52,168.882,37.061,115.0,3738.345,6.0486,0.051285,5e-06,0.001,0.552,0.792672,False,False,False,False,False,False,0.862,pass,,
781,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,781,raw/fs_0781.png,b51948475dd0e08829fc8f76546abf5d8cf3ca316fd1956f5857c27eaf00bdc4,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,113,76,1550,1312,1437,1236,113,76,44,49,158.401,49.744,161.0,4494.001,6.376,0.111973,3e-06,0.0,0.652,0.818708,False,False,False,False,False,False,0.91,pass,,
782,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,782,raw/fs_0782.png,dc4a7ba4cfb4dcbf690f24ddb1abc875b8de706f06ceb7288c6f0a38ff081548,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,121,72,1483,1311,1362,1239,121,72,111,50,166.981,38.29,119.0,3313.818,6.1122,0.054639,1e-06,0.0,0.53,0.777861,False,False,False,False,False,False,0.865,pass,,
783,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,783,raw/fs_0783.png,a185cdfd7970713e23da82a424248e9160edfeae400c2f91a98d8063034043be,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,119,74,1492,1311,1373,1237,119,74,102,50,169.443,37.829,117.0,2893.996,5.9984,0.051967,2e-06,0.0,0.461,0.782877,False,False,False,False,False,False,0.866,pass,,
784,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,784,raw/fs_0784.png,85142e528b46875c5d925afceea3f4456ca9baeb0923a79c4201fbc94f995294,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,112,86,1452,1314,1340,1228,112,86,94,47,168.575,35.584,107.0,3583.629,6.0758,0.044525,1e-06,0.043,0.55,0.782052,False,False,False,False,False,False,0.854,pass,,
785,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,785,raw/fs_0785.png,25e9bc74bdf905f805628639ff7e9fe21b84401f84784b48e0cf355d9973b82b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,106,78,1432,1292,1326,1214,106,78,114,69,167.965,38.392,121.0,4105.485,6.0817,0.056186,1e-06,0.009,0.592,0.765058,False,False,False,False,False,False,0.867,pass,,
786,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,786,raw/fs_0786.png,b9c0155f1c7ba71d74955c86e73d3cf021aad16ce1a7f810427c6e0e78628f5d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,107,78,1433,1292,1326,1214,107,78,113,69,166.95,37.606,118.0,3879.645,6.1249,0.054358,2e-06,0.027,0.603,0.765058,False,False,False,False,False,False,0.862,pass,,
787,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,787,raw/fs_0787.png,c9f125ad427ca5fabe6d4d802de0e74eac01f84ab41f6f2d6ae7cf316278e5d2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,111,77,1544,1308,1433,1231,111,77,50,53,163.141,44.156,143.0,2827.751,6.2267,0.076784,1e-06,0.0,0.486,0.813126,False,False,False,False,False,False,0.889,pass,,
788,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,788,raw/fs_0788.png,4be98407c0f2a0070ba57c455ef43e8256ad68a1cc5be7734888a85398df6fe2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,119,73,1468,1307,1349,1234,119,73,78,54,169.773,32.735,95.0,2941.208,6.0045,0.035807,0.0,0.087,0.499,0.791151,False,False,False,False,False,False,0.841,pass,,
789,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,789,raw/fs_0789.png,cac541b6e30d21ca430ae70c54d4f2a273b3907bfaa29fdba7016022e3b5253f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,101,66,1453,1303,1352,1237,101,66,93,58,169.819,32.961,92.0,2617.186,5.9502,0.036546,2e-06,0.029,0.462,0.794838,False,False,False,False,False,False,0.843,pass,,
790,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,790,raw/fs_0790.png,2cbcf97d24c3ba4c820a593598d2cd568a6dfbdab73e6f5a3be6a30d68f20047,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,120,69,1492,1310,1372,1241,120,69,102,51,168.762,35.041,100.0,2402.907,5.9824,0.042224,1e-06,0.0,0.418,0.784837,False,False,False,False,False,False,0.851,pass,,
791,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,791,raw/fs_0791.png,47778faccb5c4de774df395bf3a3a00f2c498e41963f008f8c34c02849f5c98c,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,116,72,1473,1309,1357,1237,116,72,121,52,169.059,33.832,97.0,2781.515,5.9583,0.039627,1e-06,0.003,0.494,0.773754,False,False,False,False,False,False,0.846,pass,,
792,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,792,raw/fs_0792.png,6aaf1919e75fb8428a745865169a7fd65c7f11875f01b223e3df4fcc22c149d1,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,124,67,1474,1297,1350,1230,124,67,72,64,167.76,36.122,109.0,3258.629,6.0701,0.04647,2e-06,0.0,0.546,0.789171,False,False,False,False,False,False,0.855,pass,,
793,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,793,raw/fs_0793.png,400f8363615aadc9384306f58aabd9a347f44fc0e29d4903668935610a7a9bd7,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,110,55,1463,1294,1353,1239,110,55,83,67,167.726,36.094,108.0,3317.439,6.0604,0.046974,1e-06,0.018,0.554,0.796712,False,False,False,False,False,False,0.855,pass,,
794,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,794,raw/fs_0794.png,4b86a4fb3fb290f87bdb9737e2f172b23b4a228de784eb5e20159d8771947430,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,123,65,1466,1296,1343,1231,123,65,80,65,167.674,34.816,105.0,3277.301,6.0889,0.044202,0.0,0.093,0.556,0.785718,False,False,False,False,False,False,0.849,pass,,
795,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,795,raw/fs_0795.png,013e20ba170f10b5630f1f29858b6dba93d535d363ba7c35a4f6b1e5a4e4e641,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,123,65,1479,1303,1356,1238,123,65,115,58,169.914,33.952,98.0,2723.087,5.926,0.040619,1e-06,0.071,0.491,0.773809,False,False,False,False,False,False,0.848,pass,,
796,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,796,raw/fs_0796.png,9139a8a8c1b287cc98c4e9d86706f81490c7d51ebac5b8b94994ef8967158c64,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,123,61,1477,1302,1354,1241,123,61,117,59,173.731,33.119,93.0,2599.823,5.9644,0.033569,1e-06,0.043,0.472,0.77454,False,False,False,False,False,False,0.849,pass,,
797,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,797,raw/fs_0797.png,39f7c4324b359c7744223a6991686883dfbe675c5e6b0b434e8601b8b2638e53,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,126,70,1472,1303,1346,1233,126,70,74,58,168.312,33.81,98.0,2667.257,6.0299,0.039891,1e-06,0.051,0.477,0.788752,False,False,False,False,False,False,0.845,pass,,
798,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,798,raw/fs_0798.png,6d605d68ec6b195ac628dc6e9a29bfff10226e3163ee5a769f56fc2eadc23d66,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,122,62,1478,1307,1356,1245,122,62,68,54,172.024,34.645,102.0,3130.292,6.0106,0.040049,2e-06,0.079,0.53,0.802346,False,False,False,False,False,False,0.854,pass,,
799,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,799,raw/fs_0799.png,a3055659d629b2133cbe8612c9b51f9c5f53f8dbabfbac8c4bbcaa62d1c485be,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,126,77,1473,1309,1347,1232,126,77,121,52,170.678,34.024,97.0,3013.155,6.0275,0.037959,1e-06,0.041,0.515,0.764948,False,False,False,False,False,False,0.849,pass,,
800,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,800,raw/fs_0800.png,3c65a77f6d7fe6ecd8a8d75c0fa39a719c6dc5a6354a26994178322027c0409d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,128,76,1459,1294,1331,1218,128,76,87,67,170.439,35.665,107.0,3227.504,5.9682,0.044609,2e-06,0.043,0.523,0.770474,False,False,False,False,False,False,0.857,pass,,
801,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,801,raw/fs_0801.png,71e79f1b03baae414d6f17bcdcd2023a1e9a8c02d24bc4c0db1724a730e3da86,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,47,75,1549,1308,1502,1233,47,75,45,53,155.6,55.009,185.0,3286.647,6.3938,0.129947,1e-06,0.0,0.597,0.853663,False,False,False,False,False,False,0.932,pass,,
802,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,802,raw/fs_0802.png,aeb8ce562bdeb6580013a45676d79cae298cb7e3a09e85a063407929e19c41f8,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1498,1361,1.0,False,0,-0.25,0.0,98,77,1421,1289,1323,1212,98,77,77,72,169.261,37.545,117.0,3502.555,6.0172,0.051971,1e-06,0.018,0.573,0.786489,False,False,False,False,False,False,0.865,pass,,
803,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,803,raw/fs_0803.png,2f8b8d00e5b9a5250ad2533127b20c59e2be1d6399d383d0d800029e8f79c634,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,126,56,1475,1285,1349,1229,126,56,119,76,167.0,36.804,115.0,3483.451,6.1204,0.051095,1e-06,0.033,0.589,0.764218,False,False,False,False,False,False,0.858,pass,,
804,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,804,raw/fs_0804.png,0517cf0fb3d73ba5c9b3ae075bc2b8b050fa16a299e53654debb67d50f40ec1f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,54,78,1536,1293,1482,1215,54,78,58,68,153.924,54.554,183.0,3504.942,6.4192,0.131757,1e-06,0.0,0.614,0.83,False,False,False,False,False,False,0.927,pass,,
805,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,805,raw/fs_0805.png,d14391ae319911627726d81b1954fe548c471d668138844c5a0f1f1f6e83aab1,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,49,70,1544,1297,1495,1227,49,70,50,64,157.988,54.711,188.0,3208.582,6.4058,0.121322,0.0,0.0,0.564,0.84555,False,False,False,False,False,False,0.934,pass,,
806,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,806,raw/fs_0806.png,2b029e6a0d1e517d6626c2312b26157baaa778c31ba76bf7e483faa0c847ddeb,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,139,74,1472,1294,1333,1220,139,74,74,67,170.375,37.451,116.0,3440.014,6.0755,0.04925,2e-06,0.049,0.575,0.772898,False,False,False,False,False,False,0.866,pass,,
807,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,807,raw/fs_0807.png,ce68173733f10bd3f80f4378c34c6d7d65d4d63d701186e32f2dd067b4d1767b,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,126,70,1498,1300,1372,1230,126,70,96,61,164.258,40.495,129.0,3707.252,6.2542,0.064589,2e-06,0.0,0.618,0.77788,False,False,False,False,False,False,0.872,pass,,
808,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,808,raw/fs_0808.png,57d9281cc4dd758aca23e7c76e560ff3f59885a877c12f38a96bdba62b014327,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,44,72,1542,1301,1498,1229,44,72,52,60,156.424,55.739,189.0,3642.795,6.4311,0.128778,1e-06,0.0,0.621,0.848628,False,False,False,False,False,False,0.937,pass,,
809,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,809,raw/fs_0809.png,80f19ecc9bd8f619db45300768b23c9ce5369efa5298edcf7c09f91f3e43e049,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,119,69,1547,1301,1428,1232,119,69,47,60,161.003,45.919,150.0,3388.273,6.2614,0.088286,1e-06,0.0,0.601,0.810947,False,False,False,False,False,False,0.894,pass,,
810,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,810,raw/fs_0810.png,9ccaa77c4a44ee8acebd7489227b657758dc054fa660928b691d892ed1e13c25,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,45,71,1540,1300,1495,1229,45,71,54,61,153.263,54.691,186.0,3663.266,6.47,0.130035,2e-06,0.0,0.644,0.846928,False,False,False,False,False,False,0.927,pass,,
811,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,811,raw/fs_0811.png,c58afbe4be26e3871d0b91429b2c62f325dfb0f3fdd87a154cb5cdc827bf4b99,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,109,74,1540,1299,1431,1225,109,74,54,62,155.73,53.512,181.0,4497.225,6.5513,0.123385,1e-06,0.0,0.68,0.808033,False,False,False,False,False,False,0.925,pass,,
812,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,812,raw/fs_0812.png,8b3a1d5ea69b144063610708a89dc959f83dfeb78d9e74a8d8e3caef73e74044,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,44,71,1544,1301,1500,1230,44,71,50,60,152.228,54.92,184.0,3528.362,6.4847,0.136533,0.0,0.0,0.593,0.850452,False,False,False,False,False,False,0.927,pass,,
813,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,813,raw/fs_0813.png,e58d180fa72ef64c9a6f6baad8965aa45e675ef198aa7b08ac2cd320896a3d8d,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,131,72,1485,1302,1354,1230,131,72,109,59,170.91,34.957,102.0,3139.673,6.1457,0.038473,0.0,0.004,0.563,0.767675,False,False,False,False,False,False,0.854,pass,,
814,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,814,raw/fs_0814.png,0625c5c0109b99ea44763bb26e7dd79365242a18122e64d97b0282d7de35ea34,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,134,72,1487,1306,1353,1234,134,72,107,55,170.626,35.489,103.0,3200.94,6.1637,0.040239,3e-06,0.009,0.58,0.769603,False,False,False,False,False,False,0.856,pass,,
815,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,815,raw/fs_0815.png,ce91073ca43b8cd3a07dc74f4d9b07eb5f9c71e0968292f843241e99e38551a2,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,126,80,1534,1317,1408,1237,126,80,60,44,163.437,42.395,135.0,3435.828,6.3115,0.069872,1e-06,0.0,0.608,0.802834,False,False,False,False,False,False,0.88,pass,,
816,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,816,raw/fs_0816.png,50bad035089f6ced5673d4810b93bcea50bda59f462fa9356c46f06842323f1f,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,125,83,1472,1313,1347,1230,125,83,74,48,170.627,37.063,110.0,3665.675,6.1175,0.045337,4e-06,0.0,0.602,0.787418,False,False,False,False,False,False,0.864,pass,,
817,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,817,raw/fs_0817.png,729ed8896fd45e442204385a531fb265a31ceb09af6c27ee8694e0b130647cc5,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1594,1361,1.0,False,0,-0.25,0.0,127,80,1489,1315,1362,1235,127,80,105,46,171.087,38.17,115.0,3683.304,6.2,0.04727,4e-06,0.0,0.626,0.77535,False,False,False,False,False,False,0.87,pass,,
818,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,818,raw/fs_0818.png,279481a347c17f40f890ee581a1a0542429de408db148683f3824aefbf663874,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,125,79,1466,1307,1341,1228,125,79,80,54,169.779,36.86,111.0,3850.853,6.2067,0.044768,3e-06,0.066,0.628,0.782635,False,False,False,False,False,False,0.862,pass,,
819,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,819,raw/fs_0819.png,5321c16681a73b4237ab5b09f026d09206ef523f911c19874ff4e4811a4951e3,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,134,83,1479,1313,1345,1230,134,83,67,48,167.932,38.569,120.0,4012.581,6.2645,0.052607,0.0,0.023,0.64,0.786248,False,False,False,False,False,False,0.868,pass,,
820,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,820,raw/fs_0820.png,2f24c75801d4021282b6788c8c2374d7461381397b011a78b4dfbf8b9cafc0cc,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1498,1361,1.0,False,0,-0.25,0.0,108,79,1424,1285,1316,1206,108,79,74,76,168.965,37.859,117.0,3943.136,6.2075,0.05012,3e-06,0.06,0.639,0.778455,False,False,False,False,False,False,0.866,pass,,
821,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,821,raw/fs_0821.png,6f1e8f4e56f690131a1d68b0ac9edf9de2d4d85a27a089d529f1cdaf1ca34e4e,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,144,79,1478,1292,1334,1213,144,79,68,69,170.059,34.846,99.0,2593.059,5.8779,0.040835,1e-06,0.0,0.431,0.76904,False,False,False,False,False,False,0.852,pass,,
822,Baptisms_San_Antonio_Baptism_Records_1788-1824_1858-1898.docx,822,raw/fs_0822.png,57fd6efac3f7533c9f9eb52bbb49815e280a38f7ab7206ca7ef5f2cbdb0082cc,dlstupka/hth-baptisms-san-antonio-1788-1824--1858-1898,61efff529fb7330a92f8d423c40c45bc60bb841c,dlstupka/hth,97f1cf5b91e0e0dd5bf338e324cbb7b967a9e5f1,1546,1361,1.0,False,0,-0.25,0.0,139,79,1481,1295,1342,1216,139,79,65,66,171.89,37.072,110.0,2844.635,6.0745,0.044976,1e-06,0.0,0.481,0.775565,False,False,False,False,False,False,0.866,pass,,
